beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address,result_lat,result_long,geocoded
,NL,Netherlands,coordinate,,,,,,,53.1621346,6.5764878,True
,NL,Netherlands,coordinate,,,,,,,53.167781,6.3936471,True
,NL,Netherlands,coordinate,,,,,,,53.1733744,6.6035987,True
,NL,Netherlands,coordinate,,,,,,,53.1749943,5.4175821,True
,NL,Netherlands,coordinate,,,,,,,53.1821716,5.7718099,True
,NL,Netherlands,coordinate,,,,,,,53.1886866,6.5465312,True
,NL,Netherlands,coordinate,,,,,,,53.1903648,5.8071459,True
,NL,Netherlands,coordinate,,,,,,,53.1942316,6.5539072,True
,NL,Netherlands,coordinate,,,,,,,53.194625,5.801711,True
,NL,Netherlands,coordinate,,,,,,,53.1966559,7.0305059,True
,NL,Netherlands,coordinate,,,,,,,53.1971399,5.7806816,True
,NL,Netherlands,coordinate,,,,,,,53.1972093,7.0255283,True
,NL,Netherlands,coordinate,,,,,,,53.197946,5.7922858,True
,NL,Netherlands,coordinate,,,,,,,53.1987675,5.7911563,True
,NL,Netherlands,coordinate,,,,,,,53.1991841,5.784800399999995,True
,NL,Netherlands,coordinate,,,,,,,53.1993604,6.6056763,True
,NL,Netherlands,coordinate,,,,,,,53.2002144,5.79108,True
,NL,Netherlands,coordinate,,,,,,,53.2011272,5.8001123,True
,NL,Netherlands,coordinate,,,,,,,53.2014184,5.763496,True
,NL,Netherlands,coordinate,,,,,,,53.2025305,5.775433,True
,NL,Netherlands,coordinate,,,,,,,53.20286,5.7926162,True
,NL,Netherlands,coordinate,,,,,,,53.2029926,5.7905971,True
,NL,Netherlands,coordinate,,,,,,,53.2030677,5.7923188,True
,NL,Netherlands,coordinate,,,,,,,53.2032398,6.5553625,True
,NL,Netherlands,coordinate,,,,,,,53.2104071,5.7955159,True
,NL,Netherlands,coordinate,,,,,,,53.2122928,6.5660112,True
,NL,Netherlands,coordinate,,,,,,,53.2138799,6.5599465,True
,NL,Netherlands,coordinate,,,,,,,53.2143754,6.5653194,True
,NL,Netherlands,coordinate,,,,,,,53.215566,5.9088263,True
,NL,Netherlands,coordinate,,,,,,,53.2164629,5.8859777,True
,NL,Netherlands,coordinate,,,,,,,53.2195667,6.5701772,True
,NL,Netherlands,coordinate,,,,,,,53.2196662,5.9870711,True
,NL,Netherlands,coordinate,,,,,,,53.2197986,6.5776249,True
,NL,Netherlands,coordinate,,,,,,,53.2210865,6.5782443,True
,NL,Netherlands,coordinate,,,,,,,53.2223721,6.5612515,True
,NL,Netherlands,coordinate,,,,,,,53.2226516,6.5806755,True
,NL,Netherlands,coordinate,,,,,,,53.2242094,6.5705139,True
,NL,Netherlands,coordinate,,,,,,,53.2388789,6.5396395,True
,NL,Netherlands,coordinate,,,,,,,53.2390413,6.5367678,True
,NL,Netherlands,coordinate,,,,,,,53.2409221,6.5336721,True
,NL,Netherlands,coordinate,,,,,,,53.2414897,5.8812038,True
,NL,Netherlands,coordinate,,,,,,,53.242515,6.5305985,True
,NL,Netherlands,coordinate,,,,,,,53.2435649,6.5345212,True
,NL,Netherlands,coordinate,,,,,,,53.2660869,6.3065796,True
,NL,Netherlands,coordinate,,,,,,,53.2929776,6.5952721,True
,NL,Netherlands,coordinate,,,,,,,53.320127,6.9113324,True
,NL,Netherlands,coordinate,,,,,,,53.3269238,6.9273191,True
,NL,Netherlands,coordinate,,,,,,,53.3605173,6.0660128,True
,NL,Netherlands,coordinate,,,,,,,53.3655262,5.2209176,True
West-Terschelling,NL,Netherlands,location,,,,,,,,,False
Didam,NL,Netherlands,location,,,,,,,,,False
Hoenderloo,NL,Netherlands,location,,,,,,,,,False
Arcen,NL,Netherlands,location,,,,,,,,,False
Makkum,NL,Netherlands,location,,,,,,,,,False
Zwaagdijk-Oost,NL,Netherlands,location,,,,,,,,,False
Bakel,NL,Netherlands,location,,,,,,,,,False
Heinkenszand,NL,Netherlands,location,,,,,,,,,False
Oosterwolde Fr,NL,Netherlands,location,,,,,,,,,False
Vianen Ut,NL,Netherlands,location,,,,,,,,,False
Sint Annaparochie,NL,Netherlands,location,,,,,,,,,False
Haelen,NL,Netherlands,location,,,,,,,,,False
Borssele,NL,Netherlands,location,,,,,,,,,False
Sint-Michielsgestel.nl,NL,Netherlands,location,,,,,,,,,False
Wijnansrade,NL,Netherlands,location,,,,,,,,,False
Bemmel,NL,Netherlands,location,,,,,,,,,False
Postcode n.v.t.,NL,Netherlands,location,,,,,,,,,False
ELST,NL,Netherlands,location,,,,,,,,,False
3300AA,NL,Netherlands,location,,,,,,,,,False
Lomm,NL,Netherlands,location,,,,,,,,,False
Piershil,NL,Netherlands,location,,,,,,,,,False
3500GD,NL,Netherlands,location,,,,,,,,,False
Sittard,NL,Netherlands,location,,,,,,,,,False
8901 BL,NL,Netherlands,location,,,,,,,,,False
Gemert,NL,Netherlands,location,,,,,,,,,False
Hoogezand,NL,Netherlands,location,,,,,,,,,False
Terborg,NL,Netherlands,location,,,,,,,,,False
Wezuperbrug,NL,Netherlands,location,,,,,,,,,False
3112DZ,NL,Netherlands,location,,,,,,,,,False
Axel,NL,Netherlands,location,,,,,,,,,False
6700 AA,NL,Netherlands,location,,,,,,,,,False
Giethoorn,NL,Netherlands,location,,,,,,,,,False
Volendam,NL,Netherlands,location,,,,,,,,,False
3069GK,NL,Netherlands,location,,,,,,,,,False
Horst ,NL,Netherlands,location,,,,,,,,,False
5600 RB,NL,Netherlands,location,,,,,,,,,False
Elst,NL,Netherlands,location,,,,,,,,,False
Bilthoven,NL,Netherlands,location,,,,,,,,,False
1043EX,NL,Netherlands,location,,,,,,,,,False
Velserbroek,NL,Netherlands,location,,,,,,,,,False
Warmenhuizen,NL,Netherlands,location,,,,,,,,,False
Bodegraven,NL,Netherlands,location,,,,,,,,,False
Budel-Dorplein,NL,Netherlands,location,,,,,,,,,False
De Zilk,NL,Netherlands,location,,,,,,,,,False
Maarssen,NL,Netherlands,location,,,,,,,,,False
3072AP,NL,Netherlands,location,,,,,,,,,False
Valthe,NL,Netherlands,location,,,,,,,,,False
5700 AZ,NL,Netherlands,location,,,,,,,,,False
Tegelen,NL,Netherlands,location,,,,,,,,,False
1786RD,NL,Netherlands,location,,,,,,,,,False
3002AN,NL,Netherlands,location,,,,,,,,,False
Hazerswoude,NL,Netherlands,location,,,,,,,,,False
Bovenkarspel,NL,Netherlands,location,,,,,,,,,False
Stevensbeek,NL,Netherlands,location,,,,,,,,,False
Driebergen-Rijsenburg,NL,Netherlands,location,,,,,,,,,False
Ameide,NL,Netherlands,location,,,,,,,,,False
Voorburg,NL,Netherlands,location,,,,,,,,,False
Buitenkaag,NL,Netherlands,location,,,,,,,,,False
Duivendrecht,NL,Netherlands,location,,,,,,,,,False
Geulle,NL,Netherlands,location,,,,,,,,,False
Standdaarbuiten,NL,Netherlands,location,,,,,,,,,False
Den Dungen,NL,Netherlands,location,,,,,,,,,False
Industrial Services,NL,Netherlands,location,,,,,,,,,False
Nistelrode,NL,Netherlands,location,,,,,,,,,False
Zwartemeer,NL,Netherlands,location,,,,,,,,,False
Zaandam,NL,Netherlands,location,,,,,,,,,False
Driehuis,NL,Netherlands,location,,,,,,,,,False
1018GW,NL,Netherlands,location,,,,,,,,,False
Balk,NL,Netherlands,location,,,,,,,,,False
Waardenburg,NL,Netherlands,location,,,,,,,,,False
Chaam,NL,Netherlands,location,,,,,,,,,False
Sleeuwijk,NL,Netherlands,location,,,,,,,,,False
Oosterhesselen,NL,Netherlands,location,,,,,,,,,False
Zevenbergen,NL,Netherlands,location,,,,,,,,,False
ZIERIKZEE,NL,Netherlands,location,,,,,,,,,False
Kwintsheul,NL,Netherlands,location,,,,,,,,,False
2513AB,NL,Netherlands,location,,,,,,,,,False
9930 AH,NL,Netherlands,location,,,,,,,,,False
Halsteren,NL,Netherlands,location,,,,,,,,,False
Capelle a/d ijssel,NL,Netherlands,location,,,,,,,,,False
bergen,NL,Netherlands,location,,,,,,,,,False
8233BR,NL,Netherlands,location,,,,,,,,,False
2516BB,NL,Netherlands,location,,,,,,,,,False
Wolvega,NL,Netherlands,location,,,,,,,,,False
De Kwakel,NL,Netherlands,location,,,,,,,,,False
4380 AJ,NL,Netherlands,location,,,,,,,,,False
Gerwen,NL,Netherlands,location,,,,,,,,,False
Wedde,NL,Netherlands,location,,,,,,,,,False
7800 AD,NL,Netherlands,location,,,,,,,,,False
Sint Johannesga,NL,Netherlands,location,,,,,,,,,False
Fijnaart,NL,Netherlands,location,,,,,,,,,False
Stein-Elsloo,NL,Netherlands,location,,,,,,,,,False
De Meern,NL,Netherlands,location,,,,,,,,,False
Ijmuiden,NL,Netherlands,location,,,,,,,,,False
ZONNEMAIRE,NL,Netherlands,location,,,,,,,,,False
Breugel,NL,Netherlands,location,,,,,,,,,False
Urmond,NL,Netherlands,location,,,,,,,,,False
Velden,NL,Netherlands,location,,,,,,,,,False
Abbenbroek,NL,Netherlands,location,,,,,,,,,False
1812RD,NL,Netherlands,location,,,,,,,,,False
5200 GZ,NL,Netherlands,location,,,,,,,,,False
Heemsteede,NL,Netherlands,location,,,,,,,,,False
Limmen,NL,Netherlands,location,,,,,,,,,False
2500DP,NL,Netherlands,location,,,,,,,,,False
Hazerswoude Rijndijk,NL,Netherlands,location,,,,,,,,,False
3029 AN,NL,Netherlands,location,,,,,,,,,False
Zevenhuizen,NL,Netherlands,location,,,,,,,,,False
Stroe,NL,Netherlands,location,,,,,,,,,False
Elsloo,NL,Netherlands,location,,,,,,,,,False
Helden,NL,Netherlands,location,,,,,,,,,False
Maarheze,NL,Netherlands,location,,,,,,,,,False
Maasdijk,NL,Netherlands,location,,,,,,,,,False
Amsterdam-Zuidoost,NL,Netherlands,location,,,,,,,,,False
Ulestraten,NL,Netherlands,location,,,,,,,,,False
Stellendam,NL,Netherlands,location,,,,,,,,,False
Sassenheim,NL,Netherlands,location,,,,,,,,,False
Kerkdriel,NL,Netherlands,location,,,,,,,,,False
6828 ME,NL,Netherlands,location,,,,,,,,,False
Geesteren,NL,Netherlands,location,,,,,,,,,False
Warns,NL,Netherlands,location,,,,,,,,,False
Lijnden,NL,Netherlands,location,,,,,,,,,False
Twello,NL,Netherlands,location,,,,,,,,,False
Lichtenvoorde ,NL,Netherlands,location,,,,,,,,,False
Noordwijk zh,NL,Netherlands,location,,,,,,,,,False
Genderen,NL,Netherlands,location,,,,,,,,,False
Huissen,NL,Netherlands,location,,,,,,,,,False
Breukelen,NL,Netherlands,location,,,,,,,,,False
Westerhoven,NL,Netherlands,location,,,,,,,,,False
Wateringen,NL,Netherlands,location,,,,,,,,,False
Badhoevedorp,NL,Netherlands,location,,,,,,,,,False
Assendelft,NL,Netherlands,location,,,,,,,,,False
Grubbenvorst,NL,Netherlands,location,,,,,,,,,False
Heeten,NL,Netherlands,location,,,,,,,,,False
Klaaswaal,NL,Netherlands,location,,,,,,,,,False
hooofddorp,NL,Netherlands,location,,,,,,,,,False
hem,NL,Netherlands,location,,,,,,,,,False
Leidschendam,NL,Netherlands,location,,,,,,,,,False
ter Apel,NL,Netherlands,location,,,,,,,,,False
STOLWIJK,NL,Netherlands,location,,,,,,,,,False
Schoonebeek,NL,Netherlands,location,,,,,,,,,False
Drunen,NL,Netherlands,location,,,,,,,,,False
De Lier,NL,Netherlands,location,,,,,,,,,False
Ursem,NL,Netherlands,location,,,,,,,,,False
oostburg,NL,Netherlands,location,,,,,,,,,False
Wijster,NL,Netherlands,location,,,,,,,,,False
Burgum,NL,Netherlands,location,,,,,,,,,False
Opheusden,NL,Netherlands,location,,,,,,,,,False
WIjk aan Zee,NL,Netherlands,location,,,,,,,,,False
Varsseveld,NL,Netherlands,location,,,,,,,,,False
Geleen,NL,Netherlands,location,,,,,,,,,False
Rijssen,NL,Netherlands,location,,,,,,,,,False
Hollum,NL,Netherlands,location,,,,,,,,,False
Blerick,NL,Netherlands,location,,,,,,,,,False
Grou,NL,Netherlands,location,,,,,,,,,False
Oude Tonge,NL,Netherlands,location,,,,,,,,,False
3533JR,NL,Netherlands,location,,,,,,,,,False
Maastricht Airport,NL,Netherlands,location,,,,,,,,,False
Nuenen,NL,Netherlands,location,,,,,,,,,False
Bunde,NL,Netherlands,location,,,,,,,,,False
Milsbeek,NL,Netherlands,location,,,,,,,,,False
Driesum,NL,Netherlands,location,,,,,,,,,False
Joure,NL,Netherlands,location,,,,,,,,,False
rijssen,NL,Netherlands,location,,,,,,,,,False
Sittard ,NL,Netherlands,location,,,,,,,,,False
Harmelen,NL,Netherlands,location,,,,,,,,,False
Poeldijk,NL,Netherlands,location,,,,,,,,,False
Akkrum,NL,Netherlands,location,,,,,,,,,False
Bolsward,NL,Netherlands,location,,,,,,,,,False
Den Bosch,NL,Netherlands,location,,,,,,,,,False
Andijk,NL,Netherlands,location,,,,,,,,,False
Cadier en Keer,NL,Netherlands,location,,,,,,,,,False
Herkenbosch,NL,Netherlands,location,,,,,,,,,False
KAATSHEUVEL,NL,Netherlands,location,,,,,,,,,False
Rilland,NL,Netherlands,location,,,,,,,,,False
Winschoten,NL,Netherlands,location,,,,,,,,,False
Ureterp,NL,Netherlands,location,,,,,,,,,False
Soesterberg,NL,Netherlands,location,,,,,,,,,False
PIJNACKER,NL,Netherlands,location,,,,,,,,,False
Amstenrade,NL,Netherlands,location,,,,,,,,,False
Meerlo,NL,Netherlands,location,,,,,,,,,False
Franeker,NL,Netherlands,location,,,,,,,,,False
Zetten,NL,Netherlands,location,,,,,,,,,False
Buitenpost,NL,Netherlands,location,,,,,,,,,False
Moordrecht,NL,Netherlands,location,,,,,,,,,False
Veenwouden,NL,Netherlands,location,,,,,,,,,False
Reusel,NL,Netherlands,location,,,,,,,,,False
Sint Odilienberg,NL,Netherlands,location,,,,,,,,,False
Sas van Gent,NL,Netherlands,location,,,,,,,,,False
Zierikzee,NL,Netherlands,location,,,,,,,,,False
Egmond aan Zee,NL,Netherlands,location,,,,,,,,,False
Vinkeveen,NL,Netherlands,location,,,,,,,,,False
De Goorn,NL,Netherlands,location,,,,,,,,,False
Pernis-Rt,NL,Netherlands,location,,,,,,,,,False
Emmeloord,NL,Netherlands,location,,,,,,,,,False
Biezenmortel,NL,Netherlands,location,,,,,,,,,False
ZUID-SCHARWOUDE,NL,Netherlands,location,,,,,,,,,False
6503 GN,NL,Netherlands,location,,,,,,,,,False
Hoornaar,NL,Netherlands,location,,,,,,,,,False
Giessen,NL,Netherlands,location,,,,,,,,,False
Maarssen ,NL,Netherlands,location,,,,,,,,,False
Reek,NL,Netherlands,location,,,,,,,,,False
Heel,NL,Netherlands,location,,,,,,,,,False
Klazienaveen,NL,Netherlands,location,,,,,,,,,False
's Hertogenbosch,NL,Netherlands,location,,,,,,,,,False
Ruinen,NL,Netherlands,location,,,,,,,,,False
Maastricht-Airport,NL,Netherlands,location,,,,,,,,,False
Leimuiden,NL,Netherlands,location,,,,,,,,,False
Kruiningen,NL,Netherlands,location,,,,,,,,,False
Lieshout,NL,Netherlands,location,,,,,,,,,False
Noord Scharwoude,NL,Netherlands,location,,,,,,,,,False
Brakel,NL,Netherlands,location,,,,,,,,,False
Menaam,NL,Netherlands,location,,,,,,,,,False
2685AP,NL,Netherlands,location,,,,,,,,,False
De Helder,NL,Netherlands,location,,,,,,,,,False
Sint-M ichielsgestel,NL,Netherlands,location,,,,,,,,,False
Capelle a/d IJssel,NL,Netherlands,location,,,,,,,,,False
Kesteren,NL,Netherlands,location,,,,,,,,,False
DEN HAAG,NL,Netherlands,location,,,,,,,,,False
Ouderkerk aan de Amstel ,NL,Netherlands,location,,,,,,,,,False
3871AZ,NL,Netherlands,location,,,,,,,,,False
'S-GRAVENHAGE,NL,Netherlands,location,,,,,,,,,False
86002 AL,NL,Netherlands,location,,,,,,,,,False
Werkhoven,NL,Netherlands,location,,,,,,,,,False
Velsen-Noord,NL,Netherlands,location,,,,,,,,,False
Roelofarendsveen,NL,Netherlands,location,,,,,,,,,False
3062PA,NL,Netherlands,location,,,,,,,,,False
2611AL,NL,Netherlands,location,,,,,,,,,False
Margraten,NL,Netherlands,location,,,,,,,,,False
BUNDE,NL,Netherlands,location,,,,,,,,,False
Nieuwerkerk ad IJssel,NL,Netherlands,location,,,,,,,,,False
2333AA,NL,Netherlands,location,,,,,,,,,False
Luchthaven Schiphol,NL,Netherlands,location,,,,,,,,,False
Westerbork,NL,Netherlands,location,,,,,,,,,False
's-Gravenzande,NL,Netherlands,location,,,,,,,,,False
oude pekela,NL,Netherlands,location,,,,,,,,,False
Oosterzee,NL,Netherlands,location,,,,,,,,,False
Appelscha,NL,Netherlands,location,,,,,,,,,False
6500 HG,NL,Netherlands,location,,,,,,,,,False
HAELEN,NL,Netherlands,location,,,,,,,,,False
Spankeren,NL,Netherlands,location,,,,,,,,,False
Thorn,NL,Netherlands,location,,,,,,,,,False
Eibergen,NL,Netherlands,location,,,,,,,,,False
Oude-Tonge,NL,Netherlands,location,,,,,,,,,False
Stolwijk,NL,Netherlands,location,,,,,,,,,False
Naaldwijk,NL,Netherlands,location,,,,,,,,,False
gemert,NL,Netherlands,location,,,,,,,,,False
s'-Hertogenbosch,NL,Netherlands,location,,,,,,,,,False
Olst,NL,Netherlands,location,,,,,,,,,False
2600AP,NL,Netherlands,location,,,,,,,,,False
Rijsenhout,NL,Netherlands,location,,,,,,,,,False
Tolbert,NL,Netherlands,location,,,,,,,,,False
Beek en Donk,NL,Netherlands,location,,,,,,,,,False
Hoogvliet,NL,Netherlands,location,,,,,,,,,False
8219PH,NL,Netherlands,location,,,,,,,,,False
Roggel,NL,Netherlands,location,,,,,,,,,False
OOSTERWOLDE,NL,Netherlands,location,,,,,,,,,False
5047 DX,NL,Netherlands,location,,,,,,,,,False
Melderslo,NL,Netherlands,location,,,,,,,,,False
Sint Oedenrode,NL,Netherlands,location,,,,,,,,,False
Borger,NL,Netherlands,location,,,,,,,,,False
Kaatsheuvel,NL,Netherlands,location,,,,,,,,,False
Wormer,NL,Netherlands,location,,,,,,,,,False
Ruinerwold,NL,Netherlands,location,,,,,,,,,False
Den Helder,NL,Netherlands,location,,,,,,,,,False
Molenhoek,NL,Netherlands,location,,,,,,,,,False
Garnwerd,NL,Netherlands,location,,,,,,,,,False
1715ZG,NL,Netherlands,location,,,,,,,,,False
Geldrop,NL,Netherlands,location,,,,,,,,,False
7825 GG,NL,Netherlands,location,,,,,,,,,False
Vessem,NL,Netherlands,location,,,,,,,,,False
1018CX,NL,Netherlands,location,,,,,,,,,False
olst,NL,Netherlands,location,,,,,,,,,False
Ter Aard,NL,Netherlands,location,,,,,,,,,False
Nijverdal,NL,Netherlands,location,,,,,,,,,False
3083 CZ,NL,Netherlands,location,,,,,,,,,False
Erp,NL,Netherlands,location,,,,,,,,,False
Hoensbroek,NL,Netherlands,location,,,,,,,,,False
Warnsveld,NL,Netherlands,location,,,,,,,,,False
Kinderdijk,NL,Netherlands,location,,,,,,,,,False
Munnekezijl,NL,Netherlands,location,,,,,,,,,False
Ter Apel,NL,Netherlands,location,,,,,,,,,False
Reuver,NL,Netherlands,location,,,,,,,,,False
1062DC Amsterdam,NL,Netherlands,location,,,,,,,,,False
's Gravenhage,NL,Netherlands,location,,,,,,,,,False
Heeswijk Dinther,NL,Netherlands,location,,,,,,,,,False
Geeuwenbrug,NL,Netherlands,location,,,,,,,,,False
Poortugaal,NL,Netherlands,location,,,,,,,,,False
Schelluinen,NL,Netherlands,location,,,,,,,,,False
Ulft,NL,Netherlands,location,,,,,,,,,False
Berlicum,NL,Netherlands,location,,,,,,,,,False
St. Michielsgestel,NL,Netherlands,location,,,,,,,,,False
Nieuw-Buinen,NL,Netherlands,location,,,,,,,,,False
9817 DD,NL,Netherlands,location,,,,,,,,,False
s-Heer Arendskerke,NL,Netherlands,location,,,,,,,,,False
s-Hertogenbosch,NL,Netherlands,location,,,,,,,,,False
HAZERSWOUDE,NL,Netherlands,location,,,,,,,,,False
Botlek Rotterdam,NL,Netherlands,location,,,,,,,,,False
verschillende locaties,NL,Netherlands,location,,,,,,,,,False
Neede,NL,Netherlands,location,,,,,,,,,False
Hapert,NL,Netherlands,location,,,,,,,,,False
De Glind,NL,Netherlands,location,,,,,,,,,False
Zelhem,NL,Netherlands,location,,,,,,,,,False
Wissenkerke,NL,Netherlands,location,,,,,,,,,False
Gilze,NL,Netherlands,location,,,,,,,,,False
Maarheeze,NL,Netherlands,location,,,,,,,,,False
Niekerk,NL,Netherlands,location,,,,,,,,,False
Sappemeer,NL,Netherlands,location,,,,,,,,,False
4530 AC,NL,Netherlands,location,,,,,,,,,False
Lemmer,NL,Netherlands,location,,,,,,,,,False
Ten Boer,NL,Netherlands,location,,,,,,,,,False
Maasbracht,NL,Netherlands,location,,,,,,,,,False
Groot-Ammers,NL,Netherlands,location,,,,,,,,,False
s Hertogenbosch ,NL,Netherlands,location,,,,,,,,,False
Stiens,NL,Netherlands,location,,,,,,,,,False
Lekkerkerk,NL,Netherlands,location,,,,,,,,,False
Andelst,NL,Netherlands,location,,,,,,,,,False
Gieterveen,NL,Netherlands,location,,,,,,,,,False
Hoogkarspel,NL,Netherlands,location,,,,,,,,,False
1779GP,NL,Netherlands,location,,,,,,,,,False
Beesd,NL,Netherlands,location,,,,,,,,,False
Leunen,NL,Netherlands,location,,,,,,,,,False
Vinkel,NL,Netherlands,location,,,,,,,,,False
Malden,NL,Netherlands,location,,,,,,,,,False
Oosterhout nb,NL,Netherlands,location,,,,,,,,,False
Zeegse,NL,Netherlands,location,,,,,,,,,False
Vries,NL,Netherlands,location,,,,,,,,,False
Krimpen aan de IJssel,NL,Netherlands,location,,,,,,,,,False
Rhoon,NL,Netherlands,location,,,,,,,,,False
LICHTENVOORDE,NL,Netherlands,location,,,,,,,,,False
1018CZ,NL,Netherlands,location,,,,,,,,,False
6802 ME,NL,Netherlands,location,,,,,,,,,False
Vlijmen,NL,Netherlands,location,,,,,,,,,False
BEEK EN DONK,NL,Netherlands,location,,,,,,,,,False
Colijnsplaat,NL,Netherlands,location,,,,,,,,,False
Rozenburg,NL,Netherlands,location,,,,,,,,,False
Vriezenveen,NL,Netherlands,location,,,,,,,,,False
Rosmalen,NL,Netherlands,location,,,,,,,,,False
Zuidlaren,NL,Netherlands,location,,,,,,,,,False
Niftrik,NL,Netherlands,location,,,,,,,,,False
Born,NL,Netherlands,location,,,,,,,,,False
6221KV Maastricht,NL,Netherlands,location,,,,,,,,,False
Vreeland,NL,Netherlands,location,,,,,,,,,False
Oude Meer,NL,Netherlands,location,,,,,,,,,False
Overloon,NL,Netherlands,location,,,,,,,,,False
Rheeze,NL,Netherlands,location,,,,,,,,,False
BOLSWARD,NL,Netherlands,location,,,,,,,,,False
2509 LP,NL,Netherlands,location,,,,,,,,,False
Gorredijk,NL,Netherlands,location,,,,,,,,,False
Maasland,NL,Netherlands,location,,,,,,,,,False
Oud Gastel,NL,Netherlands,location,,,,,,,,,False
Lopikerkapel,NL,Netherlands,location,,,,,,,,,False
 Budel,NL,Netherlands,location,,,,,,,,,False
Oudenbosch,NL,Netherlands,location,,,,,,,,,False
Scheveningen,NL,Netherlands,location,,,,,,,,,False
Voorhout,NL,Netherlands,location,,,,,,,,,False
Hollandscheveld,NL,Netherlands,location,,,,,,,,,False
Heijningen,NL,Netherlands,location,,,,,,,,,False
HETEREN,NL,Netherlands,location,,,,,,,,,False
Beilen,NL,Netherlands,location,,,,,,,,,False
Vaassen,NL,Netherlands,location,,,,,,,,,False
Denekamp,NL,Netherlands,location,,,,,,,,,False
Dedemsvaart,NL,Netherlands,location,,,,,,,,,False
3811LM,NL,Netherlands,location,,,,,,,,,False
Schiphol-Rijk,NL,Netherlands,location,,,,,,,,,False
Hank,NL,Netherlands,location,,,,,,,,,False
Holten,NL,Netherlands,location,,,,,,,,,False
Dreumel,NL,Netherlands,location,,,,,,,,,False
Lekkerkerk ,NL,Netherlands,location,,,,,,,,,False
goor,NL,Netherlands,location,,,,,,,,,False
2596AW,NL,Netherlands,location,,,,,,,,,False
Ferwert,NL,Netherlands,location,,,,,,,,,False
Gronsveld,NL,Netherlands,location,,,,,,,,,False
wieuwerd,NL,Netherlands,location,,,,,,,,,False
Maarsbergen,NL,Netherlands,location,,,,,,,,,False
Saasveld,NL,Netherlands,location,,,,,,,,,False
Weerselo,NL,Netherlands,location,,,,,,,,,False
1017JD,NL,Netherlands,location,,,,,,,,,False
Eerbeek,NL,Netherlands,location,,,,,,,,,False
Driebergen,NL,Netherlands,location,,,,,,,,,False
2012DE,NL,Netherlands,location,,,,,,,,,False
Hoogerheide,NL,Netherlands,location,,,,,,,,,False
dokkum,NL,Netherlands,location,,,,,,,,,False
Mijdrecht,NL,Netherlands,location,,,,,,,,,False
Hollandsche Rading ,NL,Netherlands,location,,,,,,,,,False
Beekbergen,NL,Netherlands,location,,,,,,,,,False
Cruquius,NL,Netherlands,location,,,,,,,,,False
GEMERT,NL,Netherlands,location,,,,,,,,,False
SCHIPLUIDEN,NL,Netherlands,location,,,,,,,,,False
Voorthuizen,NL,Netherlands,location,,,,,,,,,False
NOOTDORP,NL,Netherlands,location,,,,,,,,,False
Bleskensgraaf,NL,Netherlands,location,,,,,,,,,False
7500AE,NL,Netherlands,location,,,,,,,,,False
Dokkum,NL,Netherlands,location,,,,,,,,,False
Goor,NL,Netherlands,location,,,,,,,,,False
cadier en keer,NL,Netherlands,location,,,,,,,,,False
Gieten,NL,Netherlands,location,,,,,,,,,False
Nieuw-Vennep,NL,Netherlands,location,,,,,,,,,False
Amerongen,NL,Netherlands,location,,,,,,,,,False
Hallum,NL,Netherlands,location,,,,,,,,,False
Hoofddorp,NL,Netherlands,location,,,,,,,,,False
mijdrecht,NL,Netherlands,location,,,,,,,,,False
Udenhout,NL,Netherlands,location,,,,,,,,,False
Borculo,NL,Netherlands,location,,,,,,,,,False
Oudkarspel,NL,Netherlands,location,,,,,,,,,False
Numansdorp,NL,Netherlands,location,,,,,,,,,False
Krommenie,NL,Netherlands,location,,,,,,,,,False
Vlierden,NL,Netherlands,location,,,,,,,,,False
Hendrik Ido Ambacht,NL,Netherlands,location,,,,,,,,,False
Amsterdam Zuidoost,NL,Netherlands,location,,,,,,,,,False
de lier,NL,Netherlands,location,,,,,,,,,False
7012 HH,NL,Netherlands,location,,,,,,,,,False
Farmsum,NL,Netherlands,location,,,,,,,,,False
Capelle a/d IJssel ,NL,Netherlands,location,,,,,,,,,False
Surhuisterveen,NL,Netherlands,location,,,,,,,,,False
borculo,NL,Netherlands,location,,,,,,,,,False
Drachten,NL,Netherlands,location,,,,,,,,,False
Nagele,NL,Netherlands,location,,,,,,,,,False
Steenwijk,NL,Netherlands,location,,,,,,,,,False
Gendringen,NL,Netherlands,location,,,,,,,,,False
8900 CG,NL,Netherlands,location,,,,,,,,,False
Driebergen ,NL,Netherlands,location,,,,,,,,,False
Edam,NL,Netherlands,location,,,,,,,,,False
Made,NL,Netherlands,location,,,,,,,,,False
Harreveld,NL,Netherlands,location,,,,,,,,,False
Dieren,NL,Netherlands,location,,,,,,,,,False
Den Dolder,NL,Netherlands,location,,,,,,,,,False
Koog aan de Zaan,NL,Netherlands,location,,,,,,,,,False
Nieuw- Roden,NL,Netherlands,location,,,,,,,,,False
Honselersdijk,NL,Netherlands,location,,,,,,,,,False
Asten-Heusden,NL,Netherlands,location,,,,,,,,,False
Spanbroek,NL,Netherlands,location,,,,,,,,,False
Valkenburg (ZH),NL,Netherlands,location,,,,,,,,,False
Sneek,NL,Netherlands,location,,,,,,,,,False
Echt,NL,Netherlands,location,,,,,,,,,False
elst,NL,Netherlands,location,,,,,,,,,False
's-Graveland,NL,Netherlands,location,,,,,,,,,False
Horn,NL,Netherlands,location,,,,,,,,,False
Zwaagdijk,NL,Netherlands,location,,,,,,,,,False
