lau1_code,lau2_code
CZ0316,536369
CZ0316,551554
CZ0316,550949
CZ0316,551261
CZ0316,510068
CZ0316,561690
CZ0316,550817
CZ0316,536563
CZ0316,551163
CZ0316,551619
CZ0316,536644
CZ0316,536695
CZ0316,550957
CZ0316,536946
CZ0316,560243
CZ0316,536881
CZ0316,536849
CZ0316,551988
CZ0316,536474
CZ0316,536555
CZ0316,537063
CZ0316,551180
CZ0316,536504
CZ0316,550906
CZ0316,551899
CZ0316,536822
CZ0316,536482
CZ0316,551716
CZ0316,550809
CZ0316,536415
CZ0316,536911
CZ0316,536598
CZ0316,560171
CZ0316,551023
CZ0316,551660
CZ0316,551791
CZ0316,536539
CZ0316,536342
CZ0316,560278
CZ0316,536601
CZ0316,560391
CZ0316,551830
CZ0316,536776
CZ0316,550922
CZ0316,551350
CZ0316,550833
CZ0316,551341
CZ0316,598950
CZ0316,536865
CZ0316,551384
CZ0316,550965
CZ0316,550787
CZ0316,551741
CZ0316,536725
CZ0316,551473
CZ0316,536512
CZ0316,560219
CZ0316,551015
CZ0316,551139
CZ0316,536903
CZ0316,551961
CZ0316,551562
CZ0316,551121
CZ0316,529966
CZ0316,530018
CZ0316,551571
CZ0316,536954
CZ0316,560201
CZ0316,551201
CZ0316,536466
CZ0316,536750
CZ0316,551392
CZ0316,598895
CZ0316,551597
CZ0316,563951
CZ0316,550850
CZ0316,551759
CZ0316,536792
CZ0316,536890
CZ0316,551627
CZ0316,536873
CZ0316,551155
CZ0316,551333
CZ0316,551643
CZ0316,529982
CZ0316,551635
CZ0316,560197
CZ0316,551414
CZ0316,598887
CZ0316,551678
CZ0316,536784
CZ0316,551937
CZ0316,536679
CZ0316,560405
CZ0316,551953
CZ0316,536741
CZ0316,598909
CZ0316,536920
CZ0316,551856
CZ0316,550981
CZ0316,551970
CZ0316,536423
CZ0316,536831
CZ0316,536806
CZ0316,536628
CZ0316,530034
CZ0316,551775
CZ0317,563587
CZ0317,563251
CZ0317,552666
CZ0317,563897
CZ0317,599042
CZ0317,549631
CZ0317,552585
CZ0317,598992
CZ0317,599280
CZ0317,599255
CZ0317,552224
CZ0317,552496
CZ0317,563145
CZ0317,553140
CZ0317,553239
CZ0317,552127
CZ0317,552461
CZ0317,563234
CZ0317,553298
CZ0317,552101
CZ0317,559016
CZ0317,552925
CZ0317,563153
CZ0317,552801
CZ0317,560634
CZ0317,560430
CZ0317,552798
CZ0317,552283
CZ0317,563455
CZ0317,560553
CZ0317,552828
CZ0317,560448
CZ0317,563927
CZ0317,563544
CZ0317,552721
CZ0317,563030
CZ0317,599115
CZ0317,553204
CZ0317,599123
CZ0317,553077
CZ0317,563447
CZ0317,562904
CZ0317,563650
CZ0317,553409
CZ0317,563374
CZ0317,551601
CZ0317,553166
CZ0317,563366
CZ0317,552135
CZ0317,553263
CZ0317,552704
CZ0317,560626
CZ0317,552470
CZ0317,552534
CZ0317,563625
CZ0317,552291
CZ0317,553034
CZ0317,530042
CZ0317,552054
CZ0317,552453
CZ0317,552852
CZ0317,599034
CZ0317,552895
CZ0317,599263
CZ0317,552321
CZ0317,599026
CZ0317,553085
CZ0317,552917
CZ0317,553280
CZ0317,563170
CZ0317,563307
CZ0317,553018
CZ0317,553417
CZ0317,553131
CZ0317,562963
CZ0317,560529
CZ0317,563765
CZ0317,599271
CZ0317,560511
CZ0317,553328
CZ0317,563986
CZ0317,552712
CZ0317,552861
CZ0317,552046
CZ0317,552933
CZ0317,552275
CZ0317,563722
CZ0317,552763
CZ0317,553174
CZ0317,562955
CZ0317,563196
CZ0317,553123
CZ0317,560669
CZ0317,552747
CZ0317,552976
CZ0317,552241
CZ0317,562866
CZ0317,560481
CZ0317,552992
CZ0317,552941
CZ0317,553361
CZ0317,552143
CZ0317,599000
CZ0317,553271
CZ0317,553069
CZ0317,553255
CZ0317,553182
CZ0317,553310
CZ0317,552097
CZ0317,552208
CZ0321,566250
CZ0321,554316
CZ0321,554111
CZ0321,553727
CZ0321,553514
CZ0321,553506
CZ0321,554057
CZ0321,566373
CZ0321,566365
CZ0321,554201
CZ0321,554448
CZ0321,553891
CZ0321,553999
CZ0321,599131
CZ0321,553930
CZ0321,553948
CZ0321,566136
CZ0321,554260
CZ0321,553620
CZ0321,553786
CZ0321,553824
CZ0321,553841
CZ0321,553671
CZ0321,553549
CZ0321,553557
CZ0321,553581
CZ0321,553867
CZ0321,554383
CZ0321,554405
CZ0321,566276
CZ0321,554391
CZ0321,553981
CZ0321,553573
CZ0321,554413
CZ0321,566161
CZ0321,554090
CZ0321,554154
CZ0321,566292
CZ0321,566071
CZ0321,553794
CZ0321,554189
CZ0321,554472
CZ0321,554278
CZ0321,553778
CZ0321,566101
CZ0321,599166
CZ0321,553433
CZ0321,554081
CZ0321,554073
CZ0321,566209
CZ0321,553441
CZ0321,554120
CZ0321,553689
CZ0321,566331
CZ0321,553859
CZ0321,566179
CZ0321,553921
CZ0321,553832
CZ0321,554006
CZ0321,554341
CZ0321,554138
CZ0321,566641
CZ0321,553425
CZ0321,554031
CZ0321,553654
CZ0321,553743
CZ0321,553662
CZ0321,554464
CZ0321,599182
CZ0321,554022
CZ0321,554294
CZ0321,554421
CZ0321,553735
CZ0321,566080
CZ0321,599174
CZ0321,554456
CZ0321,553751
CZ0321,553913
CZ0321,553450
CZ0321,553956
CZ0321,553816
CZ0321,566098
CZ0321,566144
CZ0321,554251
CZ0321,554359
CZ0322,556181
CZ0322,556751
CZ0322,578517
CZ0322,542059
CZ0322,541753
CZ0322,557111
CZ0322,556955
CZ0322,541885
CZ0322,556718
CZ0322,556254
CZ0322,578061
CZ0322,555771
CZ0322,542091
CZ0322,556394
CZ0322,578461
CZ0322,557463
CZ0322,578321
CZ0322,541796
CZ0322,557161
CZ0322,557137
CZ0322,556378
CZ0322,556041
CZ0322,555894
CZ0322,541915
CZ0322,556203
CZ0322,578070
CZ0322,556084
CZ0322,578533
CZ0322,578177
CZ0322,541869
CZ0322,578410
CZ0322,556068
CZ0322,578088
CZ0322,566683
CZ0322,556505
CZ0322,557374
CZ0322,542024
CZ0322,541931
CZ0322,541745
CZ0322,553531
CZ0322,556912
CZ0322,566055
CZ0322,578312
CZ0322,556319
CZ0322,557153
CZ0322,555797
CZ0322,542083
CZ0322,557013
CZ0322,556343
CZ0322,556921
CZ0322,557536
CZ0322,556335
CZ0322,541851
CZ0322,556815
CZ0322,541923
CZ0322,541826
CZ0322,557544
CZ0322,578436
CZ0322,557129
CZ0322,556726
CZ0322,557528
CZ0322,556301
CZ0322,542172
CZ0322,555941
CZ0322,578525
CZ0322,557099
CZ0322,553522
CZ0322,578495
CZ0322,530123
CZ0322,556637
CZ0322,557200
CZ0322,578240
CZ0322,555801
CZ0322,557005
CZ0322,541958
CZ0322,551686
CZ0322,556386
CZ0322,556831
CZ0322,557382
CZ0322,556106
CZ0322,556467
CZ0322,542148
CZ0322,541788
CZ0322,578223
CZ0322,556432
CZ0322,556629
CZ0322,557455
CZ0322,555835
CZ0322,556734
CZ0322,556076
CZ0322,541842
CZ0322,557021
CZ0322,557366
CZ0322,530085
CZ0323,557846
CZ0323,559130
CZ0323,578606
CZ0323,558966
CZ0323,554791
CZ0323,558427
CZ0323,553590
CZ0323,558460
CZ0323,540561
CZ0323,558371
CZ0323,540641
CZ0323,558141
CZ0323,558001
CZ0323,558851
CZ0323,539741
CZ0324,546399
CZ0324,557650
CZ0324,578614
CZ0324,542156
CZ0324,539783
CZ0324,557862
CZ0324,540102
CZ0324,558052
CZ0324,558303
CZ0324,557803
CZ0324,558630
CZ0324,540706
CZ0324,558559
CZ0324,578568
CZ0324,558389
CZ0324,557676
CZ0324,558494
CZ0324,540617
CZ0324,558591
CZ0324,540412
CZ0324,530131
CZ0324,558184
CZ0324,540633
CZ0324,558435
CZ0324,557668
CZ0324,540340
CZ0324,557684
CZ0324,539821
CZ0324,558125
CZ0324,578592
CZ0324,558176
CZ0324,558028
CZ0324,557951
CZ0324,539937
CZ0324,558117
CZ0324,557773
CZ0324,557749
CZ0324,558605
CZ0324,542296
CZ0324,540692
CZ0324,557587
CZ0324,540676
CZ0324,558231
CZ0324,557731
CZ0324,540668
CZ0324,558362
CZ0324,557781
CZ0324,540137
CZ0324,557897
CZ0324,540064
CZ0324,530182
CZ0324,558010
CZ0324,557838
CZ0324,540251
CZ0324,558311
CZ0324,557871
CZ0324,540528
CZ0324,558249
CZ0324,557722
CZ0324,539929
CZ0324,540421
CZ0324,540056
CZ0324,540463
CZ0324,558583
CZ0324,540200
CZ0324,558257
CZ0324,566705
CZ0324,566691
CZ0324,530140
CZ0324,578541
CZ0324,540293
CZ0324,540269
CZ0324,558567
CZ0324,553565
CZ0324,558109
CZ0324,558486
CZ0324,539945
CZ0324,558290
CZ0324,558346
CZ0324,558265
CZ0324,558095
CZ0324,558061
CZ0324,546372
CZ0324,558044
CZ0324,557943
CZ0324,539716
CZ0324,557641
CZ0324,540307
CZ0324,558401
CZ0324,558079
CZ0325,578797
CZ0325,530280
CZ0325,559202
CZ0325,566489
CZ0325,559091
CZ0325,559555
CZ0325,558931
CZ0325,578771
CZ0325,559351
CZ0325,578983
CZ0325,559075
CZ0325,559008
CZ0325,559245
CZ0325,566730
CZ0325,558699
CZ0325,559083
CZ0325,559369
CZ0325,558656
CZ0325,558672
CZ0325,559105
CZ0325,566471
CZ0325,559661
CZ0325,578924
CZ0325,558991
CZ0325,546411
CZ0325,567086
CZ0325,559423
CZ0325,559326
CZ0325,566594
CZ0325,566748
CZ0325,559709
CZ0325,530239
CZ0325,530336
CZ0325,558711
CZ0325,559431
CZ0325,558885
CZ0325,559628
CZ0325,559580
CZ0325,559253
CZ0325,566543
CZ0325,566462
CZ0325,559261
CZ0325,566390
CZ0325,538183
CZ0325,559334
CZ0325,559059
CZ0325,559164
CZ0325,559288
CZ0325,558915
CZ0325,558869
CZ0325,559521
CZ0325,566969
CZ0325,558745
CZ0325,559377
CZ0325,566497
CZ0325,558940
CZ0325,559067
CZ0325,558982
CZ0325,566446
CZ0325,559601
CZ0325,558788
CZ0325,559148
CZ0325,559504
CZ0325,558834
CZ0325,559563
CZ0325,559237
CZ0325,559695
CZ0325,559121
CZ0325,558796
CZ0325,558877
CZ0325,559679
CZ0325,530221
CZ0325,559172
CZ0325,566764
CZ0325,559482
CZ0325,559491
CZ0325,559032
CZ0325,559024
CZ0325,566632
CZ0325,559393
CZ0325,530271
CZ0325,530328
CZ0325,559041
CZ0325,559318
CZ0325,558800
CZ0325,559300
CZ0325,530247
CZ0325,559211
CZ0325,559270
CZ0325,558770
CZ0325,578827
CZ0325,553603
CZ0325,558974
CZ0325,566756
CZ0325,578665
CZ0325,559571
CZ0325,566420
CZ0325,566781
CZ0326,566837
CZ0326,559962
CZ0326,553611
CZ0326,579289
CZ0326,559768
CZ0326,559911
CZ0326,541141
CZ0326,567001
CZ0326,546534
CZ0326,560006
CZ0326,560014
CZ0326,566845
CZ0326,559741
CZ0326,559776
CZ0326,579343
CZ0326,559857
CZ0326,559717
CZ0326,560251
CZ0326,559750
CZ0326,506664
CZ0326,559946
CZ0326,559920
CZ0326,530379
CZ0326,541176
CZ0326,560235
CZ0326,559903
CZ0326,541001
CZ0326,560227
CZ0326,541095
CZ0326,559733
CZ0326,560111
CZ0326,566993
CZ0326,559849
CZ0326,560162
CZ0326,559814
CZ0326,579033
CZ0326,541061
CZ0326,559954
CZ0326,546551
CZ0326,560057
CZ0326,566942
CZ0326,559806
CZ0326,579009
CZ0326,579131
CZ0326,560260
CZ0326,559725
CZ0326,540803
CZ0326,559792
CZ0326,566811
CZ0326,579246
CZ0326,560120
CZ0326,530361
CZ0326,559997
CZ0326,540927
CZ0326,566802
CZ0326,541150
CZ0326,560189
CZ0326,560081
CZ0326,566799
CZ0326,579017
CZ0326,566861
CZ0326,559822
CZ0326,541192
CZ0326,546526
CZ0326,560146
CZ0326,546488
CZ0326,579084
CZ0326,540722
CZ0327,541664
CZ0327,566888
CZ0327,579467
CZ0327,561291
CZ0327,561304
CZ0327,561169
CZ0327,557081
CZ0327,561011
CZ0327,560758
CZ0327,541621
CZ0327,561223
CZ0327,561185
CZ0327,560910
CZ0327,541401
CZ0327,541486
CZ0327,561002
CZ0327,579491
CZ0327,560928
CZ0327,541443
CZ0327,560898
CZ0327,560723
CZ0327,541559
CZ0327,560855
CZ0327,561151
CZ0327,541460
CZ0327,561215
CZ0327,560715
CZ0327,560979
CZ0327,541290
CZ0327,560839
CZ0327,541362
CZ0327,560901
CZ0327,560863
CZ0327,541435
CZ0327,503916
CZ0327,541605
CZ0327,561193
CZ0327,561231
CZ0327,561134
CZ0327,560952
CZ0327,560782
CZ0327,579459
CZ0327,560812
CZ0327,560804
CZ0327,541494
CZ0327,541532
CZ0327,560740
CZ0327,541681
CZ0327,561258
CZ0327,541702
CZ0327,561207
CZ0411,554511
CZ0411,539279
CZ0411,554481
CZ0411,538868
CZ0411,538906
CZ0411,539619
CZ0411,554502
CZ0411,554812
CZ0411,538795
CZ0411,554545
CZ0411,554553
CZ0411,554880
CZ0411,554626
CZ0411,538817
CZ0411,539074
CZ0411,577979
CZ0411,578002
CZ0411,539023
CZ0411,554855
CZ0411,538922
CZ0411,539473
CZ0411,554651
CZ0411,539481
CZ0411,554596
CZ0411,539538
CZ0411,539431
CZ0411,539112
CZ0411,554634
CZ0411,554600
CZ0411,554618
CZ0411,554740
CZ0411,554529
CZ0411,554707
CZ0411,539376
CZ0411,554642
CZ0411,554693
CZ0411,554499
CZ0411,554677
CZ0411,539554
CZ0411,555631
CZ0412,555428
CZ0412,555029
CZ0412,538116
CZ0412,500101
CZ0412,537934
CZ0412,537926
CZ0412,556947
CZ0412,538027
CZ0412,555169
CZ0412,555347
CZ0412,551651
CZ0412,555045
CZ0412,537845
CZ0412,555584
CZ0412,578045
CZ0412,538159
CZ0412,555622
CZ0412,555452
CZ0412,555711
CZ0412,555207
CZ0412,500127
CZ0412,554961
CZ0412,555380
CZ0412,555533
CZ0412,555479
CZ0412,566675
CZ0412,555738
CZ0412,537870
CZ0412,554979
CZ0412,506621
CZ0412,555657
CZ0412,537918
CZ0412,554995
CZ0412,538019
CZ0412,506486
CZ0412,555444
CZ0412,555525
CZ0412,555215
CZ0412,578011
CZ0412,555762
CZ0412,555592
CZ0412,555304
CZ0412,537969
CZ0412,555681
CZ0412,555550
CZ0412,555258
CZ0412,555177
CZ0412,538001
CZ0412,555398
CZ0412,555614
CZ0412,506494
CZ0412,555363
CZ0412,555690
CZ0412,555185
CZ0412,555703
CZ0412,578029
CZ0413,560421
CZ0413,560570
CZ0413,560618
CZ0413,560502
CZ0413,560685
CZ0413,560294
CZ0413,538591
CZ0413,560600
CZ0413,538663
CZ0413,560707
CZ0413,538337
CZ0413,560561
CZ0413,579360
CZ0413,560324
CZ0413,560332
CZ0413,560651
CZ0413,560537
CZ0413,560413
CZ0413,560642
CZ0413,560464
CZ0413,560545
CZ0413,560456
CZ0413,560359
CZ0413,560375
CZ0413,560286
CZ0413,560316
CZ0413,560677
CZ0413,538434
CZ0413,560367
CZ0413,560308
CZ0413,560383
CZ0413,560341
CZ0413,538396
CZ0413,560588
CZ0413,511587
CZ0413,560596
CZ0413,560499
CZ0413,560472
CZ0421,562483
CZ0421,562874
CZ0421,562343
CZ0421,562700
CZ0421,562882
CZ0421,562530
CZ0421,562777
CZ0421,562718
CZ0421,562513
CZ0421,562947
CZ0421,562394
CZ0421,562645
CZ0421,530395
CZ0421,562793
CZ0421,545929
CZ0421,545783
CZ0421,530417
CZ0421,562661
CZ0421,546496
CZ0421,555193
CZ0421,562823
CZ0421,562335
CZ0421,545856
CZ0421,562912
CZ0421,544701
CZ0421,562611
CZ0421,545791
CZ0421,546453
CZ0421,562921
CZ0421,562751
CZ0421,545708
CZ0421,545899
CZ0421,562572
CZ0421,562939
CZ0421,545538
CZ0421,546330
CZ0421,562351
CZ0421,562521
CZ0421,545678
CZ0421,562581
CZ0421,544647
CZ0421,544680
CZ0421,562408
CZ0421,562858
CZ0421,562556
CZ0421,562505
CZ0421,562432
CZ0421,562891
CZ0421,562564
CZ0421,562441
CZ0421,566900
CZ0421,546348
CZ0422,563005
CZ0422,563102
CZ0422,562998
CZ0422,563498
CZ0422,546071
CZ0422,563412
CZ0422,563323
CZ0422,563315
CZ0422,562980
CZ0422,563471
CZ0422,563480
CZ0422,563340
CZ0422,562971
CZ0422,563064
CZ0422,563013
CZ0422,546062
CZ0422,563331
CZ0422,563056
CZ0422,563277
CZ0422,563021
CZ0422,563269
CZ0422,563218
CZ0422,563501
CZ0422,546160
CZ0422,563099
CZ0422,563242
CZ0422,563200
CZ0422,563111
CZ0422,563382
CZ0422,563226
CZ0422,563463
CZ0422,563285
CZ0422,563439
CZ0422,563358
CZ0422,563161
CZ0422,563404
CZ0422,563048
CZ0422,563188
CZ0422,563137
CZ0422,563129
CZ0422,563081
CZ0422,546518
CZ0422,563072
CZ0422,563293
CZ0423,564711
CZ0423,564699
CZ0423,564877
CZ0423,565211
CZ0423,565253
CZ0423,565873
CZ0423,565954
CZ0423,565059
CZ0423,565610
CZ0423,565067
CZ0423,565768
CZ0423,565105
CZ0423,542482
CZ0423,546755
CZ0423,542423
CZ0423,565245
CZ0423,505528
CZ0423,564648
CZ0423,546763
CZ0423,565911
CZ0423,565415
CZ0423,565890
CZ0423,565156
CZ0423,565091
CZ0423,564656
CZ0423,564567
CZ0423,565458
CZ0423,564893
CZ0423,546852
CZ0423,565814
CZ0423,546780
CZ0423,564613
CZ0423,565741
CZ0423,542440
CZ0423,553646
CZ0423,565237
CZ0423,564737
CZ0423,564770
CZ0423,565318
CZ0423,546828
CZ0423,565491
CZ0423,564753
CZ0423,565865
CZ0423,564842
CZ0423,564591
CZ0423,542491
CZ0423,565474
CZ0423,564940
CZ0423,565938
CZ0423,542407
CZ0423,565776
CZ0423,564931
CZ0423,565555
CZ0423,565849
CZ0423,565695
CZ0423,565024
CZ0423,542539
CZ0423,565300
CZ0423,565113
CZ0423,565121
CZ0423,565547
CZ0423,546721
CZ0423,565709
CZ0423,546691
CZ0423,542521
CZ0423,565679
CZ0423,565831
CZ0423,564851
CZ0423,565016
CZ0423,564958
CZ0423,565806
CZ0423,565296
CZ0423,565857
CZ0423,564672
CZ0423,564621
CZ0423,565903
CZ0423,565164
CZ0423,564745
CZ0423,565083
CZ0423,565881
CZ0423,565342
CZ0423,565032
CZ0423,546771
CZ0423,565148
CZ0423,564834
CZ0423,565521
CZ0423,565393
CZ0423,565946
CZ0423,565601
CZ0423,564923
CZ0423,564575
CZ0423,565598
CZ0423,565717
CZ0423,565075
CZ0423,564966
CZ0423,546810
CZ0423,565482
CZ0423,565172
CZ0423,565962
CZ0423,565229
CZ0423,530506
CZ0423,564729
CZ0423,565792
CZ0423,565431
CZ0423,564818
CZ0424,566608
CZ0424,566217
CZ0424,566021
CZ0424,566721
CZ0424,566918
CZ0424,543012
CZ0424,566527
CZ0424,566616
CZ0424,566560
CZ0424,566063
CZ0424,566578
CZ0424,530603
CZ0424,566586
CZ0424,566411
CZ0424,566004
CZ0424,546879
CZ0424,566322
CZ0424,530557
CZ0424,566934
CZ0424,530590
CZ0424,542628
CZ0424,546011
CZ0424,566438
CZ0424,566659
CZ0424,566233
CZ0424,546861
CZ0424,546429
CZ0424,530581
CZ0424,546887
CZ0424,566403
CZ0424,546895
CZ0424,565997
CZ0424,566624
CZ0424,566535
CZ0424,566519
CZ0424,566977
CZ0424,566853
CZ0424,566829
CZ0424,566314
CZ0424,566551
CZ0424,567019
CZ0424,566381
CZ0424,546178
CZ0424,542636
CZ0424,566195
CZ0424,566985
CZ0424,566306
CZ0424,566128
CZ0424,565971
CZ0424,566667
CZ0424,566896
CZ0424,566187
CZ0424,530565
CZ0424,566152
CZ0424,566951
CZ0424,542547
CZ0424,566454
CZ0424,566357
CZ0424,566349
CZ0424,566870
CZ0424,543128
CZ0424,542571
CZ0424,566926
CZ0424,566012
CZ0424,566284
CZ0424,566713
CZ0424,542580
CZ0424,542555
CZ0424,566501
CZ0424,566241
CZ0425,567302
CZ0425,567108
CZ0425,567027
CZ0425,567361
CZ0425,567299
CZ0425,567175
CZ0425,567337
CZ0425,567191
CZ0425,567426
CZ0425,567141
CZ0425,567256
CZ0425,567311
CZ0425,567281
CZ0425,567051
CZ0425,567078
CZ0425,567221
CZ0425,567060
CZ0425,567248
CZ0425,567043
CZ0425,567353
CZ0425,567345
CZ0425,546437
CZ0425,567272
CZ0425,567329
CZ0425,567167
CZ0425,567264
CZ0426,567469
CZ0426,567787
CZ0426,567558
CZ0426,567639
CZ0426,567566
CZ0426,546909
CZ0426,567710
CZ0426,567621
CZ0426,567752
CZ0426,567477
CZ0426,567523
CZ0426,567655
CZ0426,567612
CZ0426,567582
CZ0426,567833
CZ0426,567728
CZ0426,567485
CZ0426,567850
CZ0426,567531
CZ0426,567515
CZ0426,567884
CZ0426,567779
CZ0426,567841
CZ0426,567868
CZ0426,567761
CZ0426,567698
CZ0426,567507
CZ0426,567876
CZ0426,567442
CZ0426,567809
CZ0426,567647
CZ0426,567701
CZ0426,567604
CZ0426,567451
CZ0427,553697
CZ0427,568384
CZ0427,568295
CZ0427,568201
CZ0427,568058
CZ0427,568155
CZ0427,568091
CZ0427,567973
CZ0427,567957
CZ0427,568104
CZ0427,568015
CZ0427,546925
CZ0427,568287
CZ0427,568007
CZ0427,568147
CZ0427,568309
CZ0427,554804
CZ0427,568023
CZ0427,530620
CZ0427,568350
CZ0427,555223
CZ0427,567931
CZ0427,546186
CZ0511,562238
CZ0511,562092
CZ0511,562246
CZ0511,561410
CZ0511,546275
CZ0511,561738
CZ0511,561428
CZ0511,561746
CZ0511,561541
CZ0511,562025
CZ0511,562220
CZ0511,561622
CZ0511,562114
CZ0511,546267
CZ0511,561720
CZ0511,562203
CZ0511,562173
CZ0511,562297
CZ0511,561606
CZ0511,544337
CZ0511,561533
CZ0511,561592
CZ0511,561886
CZ0511,561380
CZ0511,561398
CZ0511,562050
CZ0511,514195
CZ0511,561665
CZ0511,561878
CZ0511,561479
CZ0511,561851
CZ0511,561991
CZ0511,553638
CZ0511,562076
CZ0511,514276
CZ0511,561983
CZ0511,562262
CZ0511,561959
CZ0511,561827
CZ0511,561835
CZ0511,514161
CZ0511,562017
CZ0511,561681
CZ0511,561401
CZ0511,561614
CZ0511,561894
CZ0511,546259
CZ0511,513890
CZ0511,561444
CZ0511,562131
CZ0511,561584
CZ0511,562106
CZ0511,561860
CZ0511,546283
CZ0511,530387
CZ0511,561495
CZ0511,546232
CZ0512,563579
CZ0512,563633
CZ0512,563714
CZ0512,563871
CZ0512,563528
CZ0512,563749
CZ0512,563731
CZ0512,563595
CZ0512,563536
CZ0512,563757
CZ0512,563552
CZ0512,563676
CZ0512,546585
CZ0512,563803
CZ0512,530425
CZ0512,563684
CZ0512,563609
CZ0512,563838
CZ0512,563790
CZ0512,563692
CZ0512,546577
CZ0512,563706
CZ0512,563641
CZ0512,563846
CZ0512,563510
CZ0512,563862
CZ0512,563773
CZ0512,563668
CZ0512,563820
CZ0512,563811
CZ0512,563781
CZ0512,563617
CZ0512,563561
CZ0512,563854
CZ0513,564061
CZ0513,530468
CZ0513,564184
CZ0513,564133
CZ0513,564141
CZ0513,564427
CZ0513,563960
CZ0513,563889
CZ0513,564079
CZ0513,564036
CZ0513,564516
CZ0513,564541
CZ0513,563919
CZ0513,564494
CZ0513,563935
CZ0513,544345
CZ0513,546658
CZ0513,564095
CZ0513,530433
CZ0513,564290
CZ0513,564028
CZ0513,564397
CZ0513,564231
CZ0513,564460
CZ0513,545996
CZ0513,564052
CZ0513,564532
CZ0513,564206
CZ0513,564176
CZ0513,564311
CZ0513,544531
CZ0513,564443
CZ0513,530484
CZ0513,563901
CZ0513,546631
CZ0513,563943
CZ0513,564109
CZ0513,544353
CZ0513,544582
CZ0513,545953
CZ0513,563994
CZ0513,545937
CZ0513,564435
CZ0513,546593
CZ0513,564168
CZ0513,564265
CZ0513,561631
CZ0513,564371
CZ0513,564451
CZ0513,564044
CZ0513,546607
CZ0513,564117
CZ0513,564401
CZ0513,561657
CZ0513,564281
CZ0513,564354
CZ0513,544604
CZ0513,544477
CZ0513,564303
CZ0514,547484
CZ0514,574201
CZ0514,577561
CZ0514,577375
CZ0514,577006
CZ0514,577324
CZ0514,577111
CZ0514,577081
CZ0514,577545
CZ0514,577201
CZ0514,577057
CZ0514,577049
CZ0514,577308
CZ0514,577553
CZ0514,577227
CZ0514,577413
CZ0514,577529
CZ0514,577464
CZ0514,577243
CZ0514,577031
CZ0514,577600
CZ0514,577316
CZ0514,577677
CZ0514,573418
CZ0514,576964
CZ0514,577669
CZ0514,577685
CZ0514,573400
CZ0514,577481
CZ0514,577448
CZ0514,577294
CZ0514,577367
CZ0514,577014
CZ0514,577596
CZ0514,577154
CZ0514,577120
CZ0514,577707
CZ0514,577723
CZ0514,577332
CZ0514,576972
CZ0514,577430
CZ0514,577642
CZ0514,577391
CZ0514,576981
CZ0514,577189
CZ0514,547476
CZ0514,576999
CZ0514,577651
CZ0514,577456
CZ0514,577146
CZ0514,577073
CZ0514,577472
CZ0514,577570
CZ0514,577235
CZ0514,577693
CZ0514,577162
CZ0514,577341
CZ0514,577405
CZ0514,577197
CZ0514,577626
CZ0514,577421
CZ0514,577219
CZ0514,577359
CZ0514,577499
CZ0514,577171
CZ0521,569887
CZ0521,573132
CZ0521,570192
CZ0521,571083
CZ0521,570958
CZ0521,570133
CZ0521,570419
CZ0521,570044
CZ0521,573779
CZ0521,570052
CZ0521,570702
CZ0521,569836
CZ0521,570168
CZ0521,569861
CZ0521,570907
CZ0521,570885
CZ0521,573744
CZ0521,569968
CZ0521,570478
CZ0521,576352
CZ0521,548677
CZ0521,569828
CZ0521,570877
CZ0521,513717
CZ0521,570915
CZ0521,569879
CZ0521,570427
CZ0521,570303
CZ0521,570869
CZ0521,570010
CZ0521,570567
CZ0521,570311
CZ0521,571091
CZ0521,569984
CZ0521,570575
CZ0521,570966
CZ0521,570354
CZ0521,569810
CZ0521,571130
CZ0521,571008
CZ0521,569925
CZ0521,573710
CZ0521,569917
CZ0521,570508
CZ0521,570397
CZ0521,570290
CZ0521,570150
CZ0521,570249
CZ0521,570800
CZ0521,570451
CZ0521,570176
CZ0521,570796
CZ0521,570087
CZ0521,570516
CZ0521,570257
CZ0521,571113
CZ0521,570494
CZ0521,548065
CZ0521,573621
CZ0521,570541
CZ0521,571105
CZ0521,570672
CZ0521,570001
CZ0521,570222
CZ0521,570532
CZ0521,576433
CZ0521,548154
CZ0521,573531
CZ0521,570265
CZ0521,573191
CZ0521,570320
CZ0521,570184
CZ0521,570851
CZ0521,570231
CZ0521,570028
CZ0521,569933
CZ0521,570273
CZ0521,570931
CZ0521,570834
CZ0521,570681
CZ0521,571024
CZ0521,570443
CZ0521,570401
CZ0521,570656
CZ0521,570109
CZ0521,570711
CZ0521,530671
CZ0521,569852
CZ0521,569941
CZ0521,571016
CZ0521,571041
CZ0521,548057
CZ0521,570729
CZ0521,571059
CZ0521,570362
CZ0521,570125
CZ0521,570206
CZ0521,570214
CZ0521,570648
CZ0521,569992
CZ0521,569976
CZ0521,570524
CZ0521,570745
CZ0521,570435
CZ0522,549088
CZ0522,573752
CZ0522,573175
CZ0522,573493
CZ0522,553701
CZ0522,572659
CZ0522,573451
CZ0522,573311
CZ0522,548944
CZ0522,548901
CZ0522,572829
CZ0522,573272
CZ0522,572667
CZ0522,573736
CZ0522,548952
CZ0522,549151
CZ0522,573141
CZ0522,573809
CZ0522,573833
CZ0522,549355
CZ0522,573248
CZ0522,573124
CZ0522,573671
CZ0522,573205
CZ0522,573507
CZ0522,573086
CZ0522,573795
CZ0522,572128
CZ0522,573060
